"","Id","cover","ff","Layer_1","year","month","day"
"1",1,"non-woody-winsen","4/8",0,"2018","08","12"
"2",2,"non-woody","0",0,"2018","08","12"
"3",3,"non-woody-winsen","5.8",0,"2018","08","12"
"4",4,"waterbody","7/8",0,"2018","08","12"
"5",5,"non-woody","5/8",0,"2018","08","12"
"6",6,"non-woody","2/8",0,"2018","08","12"
"7",7,"non-woody","3/8",0,"2018","08","12"
"8",8,"non-woody","5/8",0,"2018","08","12"
"9",9,"non-woody","3/8",0,"2018","08","12"
"10",10,"waterbody","8/8",0,"2018","08","12"
"11",11,"woody","4/5",0,"2018","08","12"
"12",12,"non-woody","7/8",0,"2018","08","12"
"13",13,"woody","1/8",0,"2018","08","12"
"14",14,"woody","8/8",0,"2018","08","12"
"15",1,"non-woody-winsen","4/8",0,"2018","08","28"
"16",2,"non-woody","0",0,"2018","08","28"
"17",3,"non-woody-winsen","5.8",0,"2018","08","28"
"18",4,"waterbody","7/8",0,"2018","08","28"
"19",5,"non-woody","5/8",0,"2018","08","28"
"20",6,"non-woody","2/8",0,"2018","08","28"
"21",7,"non-woody","3/8",0,"2018","08","28"
"22",8,"non-woody","5/8",0,"2018","08","28"
"23",9,"non-woody","3/8",0,"2018","08","28"
"24",10,"waterbody","8/8",0,"2018","08","28"
"25",11,"woody","4/5",0,"2018","08","28"
"26",12,"non-woody","7/8",0,"2018","08","28"
"27",13,"woody","1/8",0,"2018","08","28"
"28",14,"woody","8/8",0,"2018","08","28"
"29",1,"non-woody-winsen","4/8",0,"2018","09","13"
"30",2,"non-woody","0",0,"2018","09","13"
"31",3,"non-woody-winsen","5.8",0,"2018","09","13"
"32",4,"waterbody","7/8",0,"2018","09","13"
"33",5,"non-woody","5/8",0,"2018","09","13"
"34",6,"non-woody","2/8",0,"2018","09","13"
"35",7,"non-woody","3/8",0,"2018","09","13"
"36",8,"non-woody","5/8",0,"2018","09","13"
"37",9,"non-woody","3/8",0,"2018","09","13"
"38",10,"waterbody","8/8",0,"2018","09","13"
"39",11,"woody","4/5",0,"2018","09","13"
"40",12,"non-woody","7/8",0,"2018","09","13"
"41",13,"woody","1/8",0,"2018","09","13"
"42",14,"woody","8/8",0,"2018","09","13"
"43",1,"non-woody-winsen","4/8",0,"2018","09","29"
"44",2,"non-woody","0",0,"2018","09","29"
"45",3,"non-woody-winsen","5.8",0,"2018","09","29"
"46",4,"waterbody","7/8",0,"2018","09","29"
"47",5,"non-woody","5/8",0,"2018","09","29"
"48",6,"non-woody","2/8",0,"2018","09","29"
"49",7,"non-woody","3/8",0,"2018","09","29"
"50",8,"non-woody","5/8",0,"2018","09","29"
"51",9,"non-woody","3/8",0,"2018","09","29"
"52",10,"waterbody","8/8",0,"2018","09","29"
"53",11,"woody","4/5",0,"2018","09","29"
"54",12,"non-woody","7/8",0,"2018","09","29"
"55",13,"woody","1/8",0,"2018","09","29"
"56",14,"woody","8/8",0,"2018","09","29"
"57",1,"non-woody-winsen","4/8",0,"2018","10","31"
"58",2,"non-woody","0",0,"2018","10","31"
"59",3,"non-woody-winsen","5.8",0,"2018","10","31"
"60",4,"waterbody","7/8",0,"2018","10","31"
"61",5,"non-woody","5/8",0,"2018","10","31"
"62",6,"non-woody","2/8",0,"2018","10","31"
"63",7,"non-woody","3/8",0,"2018","10","31"
"64",8,"non-woody","5/8",0,"2018","10","31"
"65",9,"non-woody","3/8",0,"2018","10","31"
"66",10,"waterbody","8/8",0,"2018","10","31"
"67",11,"woody","4/5",0,"2018","10","31"
"68",12,"non-woody","7/8",0,"2018","10","31"
"69",13,"woody","1/8",0,"2018","10","31"
"70",14,"woody","8/8",0,"2018","10","31"
"71",1,"non-woody-winsen","4/8",0,"2018","11","16"
"72",2,"non-woody","0",0,"2018","11","16"
"73",3,"non-woody-winsen","5.8",0,"2018","11","16"
"74",4,"waterbody","7/8",0,"2018","11","16"
"75",5,"non-woody","5/8",0,"2018","11","16"
"76",6,"non-woody","2/8",0,"2018","11","16"
"77",7,"non-woody","3/8",0,"2018","11","16"
"78",8,"non-woody","5/8",0,"2018","11","16"
"79",9,"non-woody","3/8",0,"2018","11","16"
"80",10,"waterbody","8/8",0,"2018","11","16"
"81",11,"woody","4/5",0,"2018","11","16"
"82",12,"non-woody","7/8",0,"2018","11","16"
"83",13,"woody","1/8",0,"2018","11","16"
"84",14,"woody","8/8",0,"2018","11","16"
"85",1,"non-woody-winsen","4/8",0,"2018","12","18"
"86",2,"non-woody","0",0,"2018","12","18"
"87",3,"non-woody-winsen","5.8",0,"2018","12","18"
"88",4,"waterbody","7/8",0,"2018","12","18"
"89",5,"non-woody","5/8",0,"2018","12","18"
"90",6,"non-woody","2/8",0,"2018","12","18"
"91",7,"non-woody","3/8",0,"2018","12","18"
"92",8,"non-woody","5/8",0,"2018","12","18"
"93",9,"non-woody","3/8",0,"2018","12","18"
"94",10,"waterbody","8/8",0,"2018","12","18"
"95",11,"woody","4/5",0,"2018","12","18"
"96",12,"non-woody","7/8",0,"2018","12","18"
"97",13,"woody","1/8",0,"2018","12","18"
"98",14,"woody","8/8",0,"2018","12","18"
"99",1,"non-woody-winsen","4/8",0,"2019","01","03"
"100",2,"non-woody","0",0,"2019","01","03"
"101",3,"non-woody-winsen","5.8",0,"2019","01","03"
"102",4,"waterbody","7/8",0,"2019","01","03"
"103",5,"non-woody","5/8",0,"2019","01","03"
"104",6,"non-woody","2/8",0,"2019","01","03"
"105",7,"non-woody","3/8",0,"2019","01","03"
"106",8,"non-woody","5/8",0,"2019","01","03"
"107",9,"non-woody","3/8",0,"2019","01","03"
"108",10,"waterbody","8/8",0,"2019","01","03"
"109",11,"woody","4/5",0,"2019","01","03"
"110",12,"non-woody","7/8",0,"2019","01","03"
"111",13,"woody","1/8",0,"2019","01","03"
"112",14,"woody","8/8",0,"2019","01","03"
"113",1,"non-woody-winsen","4/8",0,"2019","01","19"
"114",2,"non-woody","0",0,"2019","01","19"
"115",3,"non-woody-winsen","5.8",0,"2019","01","19"
"116",4,"waterbody","7/8",0,"2019","01","19"
"117",5,"non-woody","5/8",0,"2019","01","19"
"118",6,"non-woody","2/8",0,"2019","01","19"
"119",7,"non-woody","3/8",0,"2019","01","19"
"120",8,"non-woody","5/8",0,"2019","01","19"
"121",9,"non-woody","3/8",0,"2019","01","19"
"122",10,"waterbody","8/8",0,"2019","01","19"
"123",11,"woody","4/5",0,"2019","01","19"
"124",12,"non-woody","7/8",0,"2019","01","19"
"125",13,"woody","1/8",0,"2019","01","19"
"126",14,"woody","8/8",0,"2019","01","19"
"127",1,"non-woody-winsen","4/8",9,"2018","07","02"
"128",2,"non-woody","0",9,"2018","07","02"
"129",3,"non-woody-winsen","5.8",9,"2018","07","02"
"130",4,"waterbody","7/8",9,"2018","07","02"
"131",5,"non-woody","5/8",9,"2018","07","02"
"132",6,"non-woody","2/8",9,"2018","07","02"
"133",7,"non-woody","3/8",9,"2018","07","02"
"134",8,"non-woody","5/8",9,"2018","07","02"
"135",9,"non-woody","3/8",9,"2018","07","02"
"136",10,"waterbody","8/8",7.66666666666667,"2018","07","02"
"137",11,"woody","4/5",9,"2018","07","02"
"138",12,"non-woody","7/8",9,"2018","07","02"
"139",13,"woody","1/8",9,"2018","07","02"
"140",14,"woody","8/8",7.66666666666667,"2018","07","02"
"141",1,"non-woody-winsen","4/8",9,"2018","07","18"
"142",2,"non-woody","0",9,"2018","07","18"
"143",3,"non-woody-winsen","5.8",9,"2018","07","18"
"144",4,"waterbody","7/8",9,"2018","07","18"
"145",5,"non-woody","5/8",9,"2018","07","18"
"146",6,"non-woody","2/8",9,"2018","07","18"
"147",7,"non-woody","3/8",9,"2018","07","18"
"148",8,"non-woody","5/8",9,"2018","07","18"
"149",9,"non-woody","3/8",9,"2018","07","18"
"150",10,"waterbody","8/8",9,"2018","07","18"
"151",11,"woody","4/5",9,"2018","07","18"
"152",12,"non-woody","7/8",9,"2018","07","18"
"153",13,"woody","1/8",9,"2018","07","18"
"154",14,"woody","8/8",7.08333333333333,"2018","07","18"
"155",1,"non-woody-winsen","4/8",9,"2018","09","04"
"156",2,"non-woody","0",9,"2018","09","04"
"157",3,"non-woody-winsen","5.8",9,"2018","09","04"
"158",4,"waterbody","7/8",9,"2018","09","04"
"159",5,"non-woody","5/8",9,"2018","09","04"
"160",6,"non-woody","2/8",9,"2018","09","04"
"161",7,"non-woody","3/8",9,"2018","09","04"
"162",8,"non-woody","5/8",9,"2018","09","04"
"163",9,"non-woody","3/8",9,"2018","09","04"
"164",10,"waterbody","8/8",9,"2018","09","04"
"165",11,"woody","4/5",9,"2018","09","04"
"166",12,"non-woody","7/8",9,"2018","09","04"
"167",13,"woody","1/8",9,"2018","09","04"
"168",14,"woody","8/8",7,"2018","09","04"
"169",1,"non-woody-winsen","4/8",9,"2018","10","06"
"170",2,"non-woody","0",9,"2018","10","06"
"171",3,"non-woody-winsen","5.8",9,"2018","10","06"
"172",4,"waterbody","7/8",9,"2018","10","06"
"173",5,"non-woody","5/8",9,"2018","10","06"
"174",6,"non-woody","2/8",9,"2018","10","06"
"175",7,"non-woody","3/8",9,"2018","10","06"
"176",8,"non-woody","5/8",9,"2018","10","06"
"177",9,"non-woody","3/8",9,"2018","10","06"
"178",10,"waterbody","8/8",9,"2018","10","06"
"179",11,"woody","4/5",9,"2018","10","06"
"180",12,"non-woody","7/8",9,"2018","10","06"
"181",13,"woody","1/8",9,"2018","10","06"
"182",14,"woody","8/8",6.58333333333333,"2018","10","06"
"183",1,"non-woody-winsen","4/8",9,"2018","10","22"
"184",2,"non-woody","0",9,"2018","10","22"
"185",3,"non-woody-winsen","5.8",9,"2018","10","22"
"186",4,"waterbody","7/8",9,"2018","10","22"
"187",5,"non-woody","5/8",9,"2018","10","22"
"188",6,"non-woody","2/8",9,"2018","10","22"
"189",7,"non-woody","3/8",9,"2018","10","22"
"190",8,"non-woody","5/8",9,"2018","10","22"
"191",9,"non-woody","3/8",9,"2018","10","22"
"192",10,"waterbody","8/8",2.5,"2018","10","22"
"193",11,"woody","4/5",9,"2018","10","22"
"194",12,"non-woody","7/8",2.11111111111111,"2018","10","22"
"195",13,"woody","1/8",9,"2018","10","22"
"196",14,"woody","8/8",1,"2018","10","22"
"197",1,"non-woody-winsen","4/8",9,"2018","12","25"
"198",2,"non-woody","0",9,"2018","12","25"
"199",3,"non-woody-winsen","5.8",9,"2018","12","25"
"200",4,"waterbody","7/8",9,"2018","12","25"
"201",5,"non-woody","5/8",9,"2018","12","25"
"202",6,"non-woody","2/8",9,"2018","12","25"
"203",7,"non-woody","3/8",9,"2018","12","25"
"204",8,"non-woody","5/8",9,"2018","12","25"
"205",9,"non-woody","3/8",9,"2018","12","25"
"206",10,"waterbody","8/8",9,"2018","12","25"
"207",11,"woody","4/5",9,"2018","12","25"
"208",12,"non-woody","7/8",9,"2018","12","25"
"209",13,"woody","1/8",9,"2018","12","25"
"210",14,"woody","8/8",1.66666666666667,"2018","12","25"
"211",1,"non-woody-winsen","4/8",9,"2019","01","10"
"212",2,"non-woody","0",9,"2019","01","10"
"213",3,"non-woody-winsen","5.8",9,"2019","01","10"
"214",4,"waterbody","7/8",9,"2019","01","10"
"215",5,"non-woody","5/8",9,"2019","01","10"
"216",6,"non-woody","2/8",9,"2019","01","10"
"217",7,"non-woody","3/8",9,"2019","01","10"
"218",8,"non-woody","5/8",9,"2019","01","10"
"219",9,"non-woody","3/8",9,"2019","01","10"
"220",10,"waterbody","8/8",9,"2019","01","10"
"221",11,"woody","4/5",9,"2019","01","10"
"222",12,"non-woody","7/8",9,"2019","01","10"
"223",13,"woody","1/8",9,"2019","01","10"
"224",14,"woody","8/8",3.75,"2019","01","10"
"225",1,"non-woody-winsen","4/8",9,"2019","02","11"
"226",2,"non-woody","0",9,"2019","02","11"
"227",3,"non-woody-winsen","5.8",9,"2019","02","11"
"228",4,"waterbody","7/8",9,"2019","02","11"
"229",5,"non-woody","5/8",9,"2019","02","11"
"230",6,"non-woody","2/8",9,"2019","02","11"
"231",7,"non-woody","3/8",9,"2019","02","11"
"232",8,"non-woody","5/8",9,"2019","02","11"
"233",9,"non-woody","3/8",9,"2019","02","11"
"234",10,"waterbody","8/8",5.16666666666667,"2019","02","11"
"235",11,"woody","4/5",9,"2019","02","11"
"236",12,"non-woody","7/8",9,"2019","02","11"
"237",13,"woody","1/8",9,"2019","02","11"
"238",14,"woody","8/8",1.75,"2019","02","11"
"239",1,"non-woody-winsen","4/8",9,"2019","03","15"
"240",2,"non-woody","0",9,"2019","03","15"
"241",3,"non-woody-winsen","5.8",9,"2019","03","15"
"242",4,"waterbody","7/8",9,"2019","03","15"
"243",5,"non-woody","5/8",9,"2019","03","15"
"244",6,"non-woody","2/8",9,"2019","03","15"
"245",7,"non-woody","3/8",9,"2019","03","15"
"246",8,"non-woody","5/8",9,"2019","03","15"
"247",9,"non-woody","3/8",9,"2019","03","15"
"248",10,"waterbody","8/8",9,"2019","03","15"
"249",11,"woody","4/5",9,"2019","03","15"
"250",12,"non-woody","7/8",9,"2019","03","15"
"251",13,"woody","1/8",9,"2019","03","15"
"252",14,"woody","8/8",2.5,"2019","03","15"
"253",1,"non-woody-winsen","4/8",9,"2019","06","19"
"254",2,"non-woody","0",9,"2019","06","19"
"255",3,"non-woody-winsen","5.8",9,"2019","06","19"
"256",4,"waterbody","7/8",9,"2019","06","19"
"257",5,"non-woody","5/8",9,"2019","06","19"
"258",6,"non-woody","2/8",9,"2019","06","19"
"259",7,"non-woody","3/8",9,"2019","06","19"
"260",8,"non-woody","5/8",9,"2019","06","19"
"261",9,"non-woody","3/8",9,"2019","06","19"
"262",10,"waterbody","8/8",7.83333333333333,"2019","06","19"
"263",11,"woody","4/5",9,"2019","06","19"
"264",12,"non-woody","7/8",9,"2019","06","19"
"265",13,"woody","1/8",9,"2019","06","19"
"266",14,"woody","8/8",7.16666666666667,"2019","06","19"
"267",1,"non-woody-winsen","4/8",9,"2019","07","05"
"268",2,"non-woody","0",9,"2019","07","05"
"269",3,"non-woody-winsen","5.8",9,"2019","07","05"
"270",4,"waterbody","7/8",9,"2019","07","05"
"271",5,"non-woody","5/8",9,"2019","07","05"
"272",6,"non-woody","2/8",9,"2019","07","05"
"273",7,"non-woody","3/8",9,"2019","07","05"
"274",8,"non-woody","5/8",9,"2019","07","05"
"275",9,"non-woody","3/8",9,"2019","07","05"
"276",10,"waterbody","8/8",1,"2019","07","05"
"277",11,"woody","4/5",9,"2019","07","05"
"278",12,"non-woody","7/8",5.55555555555556,"2019","07","05"
"279",13,"woody","1/8",9,"2019","07","05"
"280",14,"woody","8/8",5.91666666666667,"2019","07","05"
"281",1,"non-woody-winsen","4/8",9,"2019","08","06"
"282",2,"non-woody","0",9,"2019","08","06"
"283",3,"non-woody-winsen","5.8",9,"2019","08","06"
"284",4,"waterbody","7/8",1,"2019","08","06"
"285",5,"non-woody","5/8",9,"2019","08","06"
"286",6,"non-woody","2/8",9,"2019","08","06"
"287",7,"non-woody","3/8",9,"2019","08","06"
"288",8,"non-woody","5/8",9,"2019","08","06"
"289",9,"non-woody","3/8",9,"2019","08","06"
"290",10,"waterbody","8/8",6.66666666666667,"2019","08","06"
"291",11,"woody","4/5",9,"2019","08","06"
"292",12,"non-woody","7/8",9,"2019","08","06"
"293",13,"woody","1/8",9,"2019","08","06"
"294",14,"woody","8/8",4,"2019","08","06"
"295",1,"non-woody-winsen","4/8",9,"2018","07","15"
"296",2,"non-woody","0",9,"2018","07","15"
"297",3,"non-woody-winsen","5.8",9,"2018","07","15"
"298",4,"waterbody","7/8",9,"2018","07","15"
"299",5,"non-woody","5/8",9,"2018","07","15"
"300",6,"non-woody","2/8",9,"2018","07","15"
"301",7,"non-woody","3/8",9,"2018","07","15"
"302",8,"non-woody","5/8",9,"2018","07","15"
"303",9,"non-woody","3/8",9,"2018","07","15"
"304",10,"waterbody","8/8",8.9125,"2018","07","15"
"305",11,"woody","4/5",9,"2018","07","15"
"306",12,"non-woody","7/8",9,"2018","07","15"
"307",13,"woody","1/8",9,"2018","07","15"
"308",14,"woody","8/8",6.34065934065934,"2018","07","15"
"309",1,"non-woody-winsen","4/8",9,"2018","08","14"
"310",2,"non-woody","0",9,"2018","08","14"
"311",3,"non-woody-winsen","5.8",9,"2018","08","14"
"312",4,"waterbody","7/8",9,"2018","08","14"
"313",5,"non-woody","5/8",9,"2018","08","14"
"314",6,"non-woody","2/8",9,"2018","08","14"
"315",7,"non-woody","3/8",9,"2018","08","14"
"316",8,"non-woody","5/8",9,"2018","08","14"
"317",9,"non-woody","3/8",9,"2018","08","14"
"318",10,"waterbody","8/8",9,"2018","08","14"
"319",11,"woody","4/5",9,"2018","08","14"
"320",12,"non-woody","7/8",9,"2018","08","14"
"321",13,"woody","1/8",9,"2018","08","14"
"322",14,"woody","8/8",5.65934065934066,"2018","08","14"
"323",1,"non-woody-winsen","4/8",9,"2018","08","29"
"324",2,"non-woody","0",9,"2018","08","29"
"325",3,"non-woody-winsen","5.8",9,"2018","08","29"
"326",4,"waterbody","7/8",9,"2018","08","29"
"327",5,"non-woody","5/8",9,"2018","08","29"
"328",6,"non-woody","2/8",9,"2018","08","29"
"329",7,"non-woody","3/8",9,"2018","08","29"
"330",8,"non-woody","5/8",9,"2018","08","29"
"331",9,"non-woody","3/8",9,"2018","08","29"
"332",10,"waterbody","8/8",9,"2018","08","29"
"333",11,"woody","4/5",9,"2018","08","29"
"334",12,"non-woody","7/8",9,"2018","08","29"
"335",13,"woody","1/8",9,"2018","08","29"
"336",14,"woody","8/8",5.43529411764706,"2018","08","29"
"337",1,"non-woody-winsen","4/8",9,"2018","09","08"
"338",2,"non-woody","0",9,"2018","09","08"
"339",3,"non-woody-winsen","5.8",9,"2018","09","08"
"340",4,"waterbody","7/8",9,"2018","09","08"
"341",5,"non-woody","5/8",9,"2018","09","08"
"342",6,"non-woody","2/8",9,"2018","09","08"
"343",7,"non-woody","3/8",9,"2018","09","08"
"344",8,"non-woody","5/8",9,"2018","09","08"
"345",9,"non-woody","3/8",9,"2018","09","08"
"346",10,"waterbody","8/8",9,"2018","09","08"
"347",11,"woody","4/5",9,"2018","09","08"
"348",12,"non-woody","7/8",9,"2018","09","08"
"349",13,"woody","1/8",9,"2018","09","08"
"350",14,"woody","8/8",5.65934065934066,"2018","09","08"
"351",1,"non-woody-winsen","4/8",9,"2018","09","13"
"352",2,"non-woody","0",9,"2018","09","13"
"353",3,"non-woody-winsen","5.8",9,"2018","09","13"
"354",4,"waterbody","7/8",9,"2018","09","13"
"355",5,"non-woody","5/8",9,"2018","09","13"
"356",6,"non-woody","2/8",9,"2018","09","13"
"357",7,"non-woody","3/8",9,"2018","09","13"
"358",8,"non-woody","5/8",9,"2018","09","13"
"359",9,"non-woody","3/8",9,"2018","09","13"
"360",10,"waterbody","8/8",9,"2018","09","13"
"361",11,"woody","4/5",9,"2018","09","13"
"362",12,"non-woody","7/8",9,"2018","09","13"
"363",13,"woody","1/8",9,"2018","09","13"
"364",14,"woody","8/8",6.16483516483517,"2018","09","13"
"365",1,"non-woody-winsen","4/8",9,"2018","10","08"
"366",2,"non-woody","0",9,"2018","10","08"
"367",3,"non-woody-winsen","5.8",9,"2018","10","08"
"368",4,"waterbody","7/8",9,"2018","10","08"
"369",5,"non-woody","5/8",9,"2018","10","08"
"370",6,"non-woody","2/8",9,"2018","10","08"
"371",7,"non-woody","3/8",9,"2018","10","08"
"372",8,"non-woody","5/8",9,"2018","10","08"
"373",9,"non-woody","3/8",9,"2018","10","08"
"374",10,"waterbody","8/8",9,"2018","10","08"
"375",11,"woody","4/5",9,"2018","10","08"
"376",12,"non-woody","7/8",9,"2018","10","08"
"377",13,"woody","1/8",9,"2018","10","08"
"378",14,"woody","8/8",6.36263736263736,"2018","10","08"
"379",1,"non-woody-winsen","4/8",9,"2019","01","31"
"380",2,"non-woody","0",9,"2019","01","31"
"381",3,"non-woody-winsen","5.8",9,"2019","01","31"
"382",4,"waterbody","7/8",9,"2019","01","31"
"383",5,"non-woody","5/8",9,"2019","01","31"
"384",6,"non-woody","2/8",9,"2019","01","31"
"385",7,"non-woody","3/8",9,"2019","01","31"
"386",8,"non-woody","5/8",9,"2019","01","31"
"387",9,"non-woody","3/8",9,"2019","01","31"
"388",10,"waterbody","8/8",9,"2019","01","31"
"389",11,"woody","4/5",9,"2019","01","31"
"390",12,"non-woody","7/8",9,"2019","01","31"
"391",13,"woody","1/8",9,"2019","01","31"
"392",14,"woody","8/8",3.01098901098901,"2019","01","31"
"393",1,"non-woody-winsen","4/8",9,"2019","02","15"
"394",2,"non-woody","0",9,"2019","02","15"
"395",3,"non-woody-winsen","5.8",9,"2019","02","15"
"396",4,"waterbody","7/8",9,"2019","02","15"
"397",5,"non-woody","5/8",9,"2019","02","15"
"398",6,"non-woody","2/8",9,"2019","02","15"
"399",7,"non-woody","3/8",9,"2019","02","15"
"400",8,"non-woody","5/8",9,"2019","02","15"
"401",9,"non-woody","3/8",9,"2019","02","15"
"402",10,"waterbody","8/8",6.2625,"2019","02","15"
"403",11,"woody","4/5",9,"2019","02","15"
"404",12,"non-woody","7/8",9,"2019","02","15"
"405",13,"woody","1/8",9,"2019","02","15"
"406",14,"woody","8/8",1.76923076923077,"2019","02","15"
"407",1,"non-woody-winsen","4/8",9,"2019","02","20"
"408",2,"non-woody","0",9,"2019","02","20"
"409",3,"non-woody-winsen","5.8",9,"2019","02","20"
"410",4,"waterbody","7/8",9,"2019","02","20"
"411",5,"non-woody","5/8",9,"2019","02","20"
"412",6,"non-woody","2/8",9,"2019","02","20"
"413",7,"non-woody","3/8",9,"2019","02","20"
"414",8,"non-woody","5/8",9,"2019","02","20"
"415",9,"non-woody","3/8",9,"2019","02","20"
"416",10,"waterbody","8/8",6.975,"2019","02","20"
"417",11,"woody","4/5",9,"2019","02","20"
"418",12,"non-woody","7/8",9,"2019","02","20"
"419",13,"woody","1/8",9,"2019","02","20"
"420",14,"woody","8/8",1.51648351648352,"2019","02","20"
"421",1,"non-woody-winsen","4/8",9,"2019","02","25"
"422",2,"non-woody","0",9,"2019","02","25"
"423",3,"non-woody-winsen","5.8",9,"2019","02","25"
"424",4,"waterbody","7/8",9,"2019","02","25"
"425",5,"non-woody","5/8",9,"2019","02","25"
"426",6,"non-woody","2/8",9,"2019","02","25"
"427",7,"non-woody","3/8",9,"2019","02","25"
"428",8,"non-woody","5/8",9,"2019","02","25"
"429",9,"non-woody","3/8",9,"2019","02","25"
"430",10,"waterbody","8/8",7.6875,"2019","02","25"
"431",11,"woody","4/5",9,"2019","02","25"
"432",12,"non-woody","7/8",9,"2019","02","25"
"433",13,"woody","1/8",9,"2019","02","25"
"434",14,"woody","8/8",1.98901098901099,"2019","02","25"
"435",1,"non-woody-winsen","4/8",9,"2019","03","02"
"436",2,"non-woody","0",9,"2019","03","02"
"437",3,"non-woody-winsen","5.8",9,"2019","03","02"
"438",4,"waterbody","7/8",9,"2019","03","02"
"439",5,"non-woody","5/8",9,"2019","03","02"
"440",6,"non-woody","2/8",9,"2019","03","02"
"441",7,"non-woody","3/8",9,"2019","03","02"
"442",8,"non-woody","5/8",9,"2019","03","02"
"443",9,"non-woody","3/8",9,"2019","03","02"
"444",10,"waterbody","8/8",7.8625,"2019","03","02"
"445",11,"woody","4/5",9,"2019","03","02"
"446",12,"non-woody","7/8",9,"2019","03","02"
"447",13,"woody","1/8",9,"2019","03","02"
"448",14,"woody","8/8",2.10989010989011,"2019","03","02"
"449",1,"non-woody-winsen","4/8",9,"2019","03","07"
"450",2,"non-woody","0",9,"2019","03","07"
"451",3,"non-woody-winsen","5.8",9,"2019","03","07"
"452",4,"waterbody","7/8",9,"2019","03","07"
"453",5,"non-woody","5/8",9,"2019","03","07"
"454",6,"non-woody","2/8",9,"2019","03","07"
"455",7,"non-woody","3/8",9,"2019","03","07"
"456",8,"non-woody","5/8",9,"2019","03","07"
"457",9,"non-woody","3/8",9,"2019","03","07"
"458",10,"waterbody","8/8",7.95,"2019","03","07"
"459",11,"woody","4/5",9,"2019","03","07"
"460",12,"non-woody","7/8",9,"2019","03","07"
"461",13,"woody","1/8",9,"2019","03","07"
"462",14,"woody","8/8",2.71428571428571,"2019","03","07"
"463",1,"non-woody-winsen","4/8",9,"2019","03","27"
"464",2,"non-woody","0",9,"2019","03","27"
"465",3,"non-woody-winsen","5.8",9,"2019","03","27"
"466",4,"waterbody","7/8",9,"2019","03","27"
"467",5,"non-woody","5/8",9,"2019","03","27"
"468",6,"non-woody","2/8",9,"2019","03","27"
