"","Id","cover","ff","Layer_1","year","month","day"
"469",7,"non-woody","3/8",9,"2019","03","27"
"470",8,"non-woody","5/8",9,"2019","03","27"
"471",9,"non-woody","3/8",9,"2019","03","27"
"472",10,"waterbody","8/8",8.3875,"2019","03","27"
"473",11,"woody","4/5",9,"2019","03","27"
"474",12,"non-woody","7/8",9,"2019","03","27"
"475",13,"woody","1/8",9,"2019","03","27"
"476",14,"woody","8/8",5.0989010989011,"2019","03","27"
"477",1,"non-woody-winsen","4/8",9,"2019","04","06"
"478",2,"non-woody","0",9,"2019","04","06"
"479",3,"non-woody-winsen","5.8",9,"2019","04","06"
"480",4,"waterbody","7/8",9,"2019","04","06"
"481",5,"non-woody","5/8",9,"2019","04","06"
"482",6,"non-woody","2/8",9,"2019","04","06"
"483",7,"non-woody","3/8",9,"2019","04","06"
"484",8,"non-woody","5/8",9,"2019","04","06"
"485",9,"non-woody","3/8",9,"2019","04","06"
"486",10,"waterbody","8/8",8.9125,"2019","04","06"
"487",11,"woody","4/5",9,"2019","04","06"
"488",12,"non-woody","7/8",9,"2019","04","06"
"489",13,"woody","1/8",9,"2019","04","06"
"490",14,"woody","8/8",5.20879120879121,"2019","04","06"
"491",1,"non-woody-winsen","4/8",9,"2019","05","06"
"492",2,"non-woody","0",9,"2019","05","06"
"493",3,"non-woody-winsen","5.8",9,"2019","05","06"
"494",4,"waterbody","7/8",9,"2019","05","06"
"495",5,"non-woody","5/8",9,"2019","05","06"
"496",6,"non-woody","2/8",9,"2019","05","06"
"497",7,"non-woody","3/8",9,"2019","05","06"
"498",8,"non-woody","5/8",9,"2019","05","06"
"499",9,"non-woody","3/8",9,"2019","05","06"
"500",10,"waterbody","8/8",7.9125,"2019","05","06"
"501",11,"woody","4/5",9,"2019","05","06"
"502",12,"non-woody","7/8",9,"2019","05","06"
"503",13,"woody","1/8",9,"2019","05","06"
"504",14,"woody","8/8",5.17582417582418,"2019","05","06"
"505",1,"non-woody-winsen","4/8",9,"2019","05","16"
"506",2,"non-woody","0",9,"2019","05","16"
"507",3,"non-woody-winsen","5.8",9,"2019","05","16"
"508",4,"waterbody","7/8",9,"2019","05","16"
"509",5,"non-woody","5/8",9,"2019","05","16"
"510",6,"non-woody","2/8",9,"2019","05","16"
"511",7,"non-woody","3/8",9,"2019","05","16"
"512",8,"non-woody","5/8",9,"2019","05","16"
"513",9,"non-woody","3/8",9,"2019","05","16"
"514",10,"waterbody","8/8",7.4125,"2019","05","16"
"515",11,"woody","4/5",9,"2019","05","16"
"516",12,"non-woody","7/8",9,"2019","05","16"
"517",13,"woody","1/8",9,"2019","05","16"
"518",14,"woody","8/8",4.7032967032967,"2019","05","16"
"519",1,"non-woody-winsen","4/8",9,"2019","06","05"
"520",2,"non-woody","0",9,"2019","06","05"
"521",3,"non-woody-winsen","5.8",9,"2019","06","05"
"522",4,"waterbody","7/8",9,"2019","06","05"
"523",5,"non-woody","5/8",9,"2019","06","05"
"524",6,"non-woody","2/8",9,"2019","06","05"
"525",7,"non-woody","3/8",9,"2019","06","05"
"526",8,"non-woody","5/8",9,"2019","06","05"
"527",9,"non-woody","3/8",9,"2019","06","05"
"528",10,"waterbody","8/8",6.4,"2019","06","05"
"529",11,"woody","4/5",9,"2019","06","05"
"530",12,"non-woody","7/8",9,"2019","06","05"
"531",13,"woody","1/8",9,"2019","06","05"
"532",14,"woody","8/8",5.58241758241758,"2019","06","05"
"533",1,"non-woody-winsen","4/8",9,"2019","06","30"
"534",2,"non-woody","0",9,"2019","06","30"
"535",3,"non-woody-winsen","5.8",9,"2019","06","30"
"536",4,"waterbody","7/8",9,"2019","06","30"
"537",5,"non-woody","5/8",9,"2019","06","30"
"538",6,"non-woody","2/8",9,"2019","06","30"
"539",7,"non-woody","3/8",9,"2019","06","30"
"540",8,"non-woody","5/8",9,"2019","06","30"
"541",9,"non-woody","3/8",9,"2019","06","30"
"542",10,"waterbody","8/8",5.5,"2019","06","30"
"543",11,"woody","4/5",9,"2019","06","30"
"544",12,"non-woody","7/8",9,"2019","06","30"
"545",13,"woody","1/8",9,"2019","06","30"
"546",14,"woody","8/8",6.62637362637363,"2019","06","30"
"547",1,"non-woody-winsen","4/8",9,"2019","07","10"
"548",2,"non-woody","0",9,"2019","07","10"
"549",3,"non-woody-winsen","5.8",9,"2019","07","10"
"550",4,"waterbody","7/8",1,"2019","07","10"
"551",5,"non-woody","5/8",9,"2019","07","10"
"552",6,"non-woody","2/8",9,"2019","07","10"
"553",7,"non-woody","3/8",9,"2019","07","10"
"554",8,"non-woody","5/8",8.49425287356322,"2019","07","10"
"555",9,"non-woody","3/8",9,"2019","07","10"
"556",10,"waterbody","8/8",1,"2019","07","10"
"557",11,"woody","4/5",9,"2019","07","10"
"558",12,"non-woody","7/8",4.30952380952381,"2019","07","10"
"559",13,"woody","1/8",9,"2019","07","10"
"560",14,"woody","8/8",4.48351648351648,"2019","07","10"
"561",1,"non-woody-winsen","4/8",9,"2019","07","20"
"562",2,"non-woody","0",9,"2019","07","20"
"563",3,"non-woody-winsen","5.8",9,"2019","07","20"
"564",4,"waterbody","7/8",1,"2019","07","20"
"565",5,"non-woody","5/8",9,"2019","07","20"
"566",6,"non-woody","2/8",9,"2019","07","20"
"567",7,"non-woody","3/8",9,"2019","07","20"
"568",8,"non-woody","5/8",9,"2019","07","20"
"569",9,"non-woody","3/8",9,"2019","07","20"
"570",10,"waterbody","8/8",2.6,"2019","07","20"
"571",11,"woody","4/5",9,"2019","07","20"
"572",12,"non-woody","7/8",8.25,"2019","07","20"
"573",13,"woody","1/8",9,"2019","07","20"
"574",14,"woody","8/8",4.2967032967033,"2019","07","20"
"575",1,"non-woody-winsen","4/8",9,"2019","07","30"
"576",2,"non-woody","0",9,"2019","07","30"
"577",3,"non-woody-winsen","5.8",9,"2019","07","30"
"578",4,"waterbody","7/8",1,"2019","07","30"
"579",5,"non-woody","5/8",9,"2019","07","30"
"580",6,"non-woody","2/8",9,"2019","07","30"
"581",7,"non-woody","3/8",9,"2019","07","30"
"582",8,"non-woody","5/8",9,"2019","07","30"
"583",9,"non-woody","3/8",9,"2019","07","30"
"584",10,"waterbody","8/8",6.0125,"2019","07","30"
"585",11,"woody","4/5",9,"2019","07","30"
"586",12,"non-woody","7/8",9,"2019","07","30"
"587",13,"woody","1/8",9,"2019","07","30"
"588",14,"woody","8/8",4.67032967032967,"2019","07","30"
"589",1,"non-woody-winsen","4/8",9,"2019","08","24"
"590",2,"non-woody","0",9,"2019","08","24"
"591",3,"non-woody-winsen","5.8",9,"2019","08","24"
"592",4,"waterbody","7/8",1,"2019","08","24"
"593",5,"non-woody","5/8",9,"2019","08","24"
"594",6,"non-woody","2/8",9,"2019","08","24"
"595",7,"non-woody","3/8",9,"2019","08","24"
"596",8,"non-woody","5/8",9,"2019","08","24"
"597",9,"non-woody","3/8",9,"2019","08","24"
"598",10,"waterbody","8/8",9,"2019","08","24"
"599",11,"woody","4/5",9,"2019","08","24"
"600",12,"non-woody","7/8",9,"2019","08","24"
"601",13,"woody","1/8",9,"2019","08","24"
"602",14,"woody","8/8",6.87912087912088,"2019","08","24"
"603",1,"non-woody-winsen","4/8",9,"2019","09","03"
"604",2,"non-woody","0",9,"2019","09","03"
"605",3,"non-woody-winsen","5.8",9,"2019","09","03"
"606",4,"waterbody","7/8",1,"2019","09","03"
"607",5,"non-woody","5/8",9,"2019","09","03"
"608",6,"non-woody","2/8",9,"2019","09","03"
"609",7,"non-woody","3/8",9,"2019","09","03"
"610",8,"non-woody","5/8",9,"2019","09","03"
"611",9,"non-woody","3/8",9,"2019","09","03"
"612",10,"waterbody","8/8",9,"2019","09","03"
"613",11,"woody","4/5",9,"2019","09","03"
"614",12,"non-woody","7/8",9,"2019","09","03"
"615",13,"woody","1/8",9,"2019","09","03"
"616",14,"woody","8/8",6.35294117647059,"2019","09","03"
"617",1,"non-woody-winsen","4/8",9,"2019","09","13"
"618",2,"non-woody","0",9,"2019","09","13"
"619",3,"non-woody-winsen","5.8",9,"2019","09","13"
"620",4,"waterbody","7/8",2.425,"2019","09","13"
"621",5,"non-woody","5/8",9,"2019","09","13"
"622",6,"non-woody","2/8",9,"2019","09","13"
"623",7,"non-woody","3/8",9,"2019","09","13"
"624",8,"non-woody","5/8",9,"2019","09","13"
"625",9,"non-woody","3/8",9,"2019","09","13"
"626",10,"waterbody","8/8",8.91566265060241,"2019","09","13"
"627",11,"woody","4/5",9,"2019","09","13"
"628",12,"non-woody","7/8",9,"2019","09","13"
"629",13,"woody","1/8",9,"2019","09","13"
"630",14,"woody","8/8",7.28235294117647,"2019","09","13"
"631",1,"non-woody-winsen","4/8",9,"2019","09","18"
"632",2,"non-woody","0",9,"2019","09","18"
"633",3,"non-woody-winsen","5.8",9,"2019","09","18"
"634",4,"waterbody","7/8",3.25,"2019","09","18"
"635",5,"non-woody","5/8",9,"2019","09","18"
"636",6,"non-woody","2/8",9,"2019","09","18"
"637",7,"non-woody","3/8",9,"2019","09","18"
"638",8,"non-woody","5/8",9,"2019","09","18"
"639",9,"non-woody","3/8",9,"2019","09","18"
"640",10,"waterbody","8/8",9,"2019","09","18"
"641",11,"woody","4/5",9,"2019","09","18"
"642",12,"non-woody","7/8",9,"2019","09","18"
"643",13,"woody","1/8",9,"2019","09","18"
"644",14,"woody","8/8",7.38823529411765,"2019","09","18"
"645",1,"non-woody-winsen","4/8",9,"2019","09","28"
"646",2,"non-woody","0",9,"2019","09","28"
"647",3,"non-woody-winsen","5.8",9,"2019","09","28"
"648",4,"waterbody","7/8",9,"2019","09","28"
"649",5,"non-woody","5/8",9,"2019","09","28"
"650",6,"non-woody","2/8",9,"2019","09","28"
"651",7,"non-woody","3/8",9,"2019","09","28"
"652",8,"non-woody","5/8",9,"2019","09","28"
"653",9,"non-woody","3/8",9,"2019","09","28"
"654",10,"waterbody","8/8",9,"2019","09","28"
"655",11,"woody","4/5",9,"2019","09","28"
"656",12,"non-woody","7/8",9,"2019","09","28"
"657",13,"woody","1/8",9,"2019","09","28"
"658",14,"woody","8/8",7.98823529411765,"2019","09","28"
"659",1,"non-woody-winsen","4/8",9,"2019","10","03"
"660",2,"non-woody","0",9,"2019","10","03"
"661",3,"non-woody-winsen","5.8",9,"2019","10","03"
"662",4,"waterbody","7/8",9,"2019","10","03"
"663",5,"non-woody","5/8",9,"2019","10","03"
"664",6,"non-woody","2/8",9,"2019","10","03"
"665",7,"non-woody","3/8",9,"2019","10","03"
"666",8,"non-woody","5/8",9,"2019","10","03"
"667",9,"non-woody","3/8",9,"2019","10","03"
"668",10,"waterbody","8/8",9,"2019","10","03"
"669",11,"woody","4/5",9,"2019","10","03"
"670",12,"non-woody","7/8",9,"2019","10","03"
"671",13,"woody","1/8",9,"2019","10","03"
"672",14,"woody","8/8",8.58823529411765,"2019","10","03"
"673",1,"non-woody-winsen","4/8",9,"2019","10","18"
"674",2,"non-woody","0",9,"2019","10","18"
"675",3,"non-woody-winsen","5.8",9,"2019","10","18"
"676",4,"waterbody","7/8",9,"2019","10","18"
"677",5,"non-woody","5/8",9,"2019","10","18"
"678",6,"non-woody","2/8",9,"2019","10","18"
"679",7,"non-woody","3/8",9,"2019","10","18"
"680",8,"non-woody","5/8",9,"2019","10","18"
"681",9,"non-woody","3/8",9,"2019","10","18"
"682",10,"waterbody","8/8",9,"2019","10","18"
"683",11,"woody","4/5",9,"2019","10","18"
"684",12,"non-woody","7/8",9,"2019","10","18"
"685",13,"woody","1/8",9,"2019","10","18"
"686",14,"woody","8/8",8.91764705882353,"2019","10","18"
"687",1,"non-woody-winsen","4/8",9,"2019","11","12"
"688",2,"non-woody","0",9,"2019","11","12"
"689",3,"non-woody-winsen","5.8",9,"2019","11","12"
"690",4,"waterbody","7/8",9,"2019","11","12"
"691",5,"non-woody","5/8",9,"2019","11","12"
"692",6,"non-woody","2/8",9,"2019","11","12"
"693",7,"non-woody","3/8",9,"2019","11","12"
"694",8,"non-woody","5/8",9,"2019","11","12"
"695",9,"non-woody","3/8",9,"2019","11","12"
"696",10,"waterbody","8/8",4.26506024096386,"2019","11","12"
"697",11,"woody","4/5",9,"2019","11","12"
"698",12,"non-woody","7/8",8.825,"2019","11","12"
"699",13,"woody","1/8",9,"2019","11","12"
"700",14,"woody","8/8",1.64705882352941,"2019","11","12"
"701",1,"non-woody-winsen","4/8",9,"2019","11","17"
"702",2,"non-woody","0",9,"2019","11","17"
"703",3,"non-woody-winsen","5.8",9,"2019","11","17"
"704",4,"waterbody","7/8",1,"2019","11","17"
"705",5,"non-woody","5/8",9,"2019","11","17"
"706",6,"non-woody","2/8",9,"2019","11","17"
"707",7,"non-woody","3/8",9,"2019","11","17"
"708",8,"non-woody","5/8",9,"2019","11","17"
"709",9,"non-woody","3/8",9,"2019","11","17"
"710",10,"waterbody","8/8",2.19277108433735,"2019","11","17"
"711",11,"woody","4/5",9,"2019","11","17"
"712",12,"non-woody","7/8",5.6,"2019","11","17"
"713",13,"woody","1/8",9,"2019","11","17"
"714",14,"woody","8/8",1.2,"2019","11","17"
"715",1,"non-woody-winsen","4/8",9,"2019","11","22"
"716",2,"non-woody","0",9,"2019","11","22"
"717",3,"non-woody-winsen","5.8",9,"2019","11","22"
"718",4,"waterbody","7/8",1,"2019","11","22"
"719",5,"non-woody","5/8",9,"2019","11","22"
"720",6,"non-woody","2/8",9,"2019","11","22"
"721",7,"non-woody","3/8",9,"2019","11","22"
"722",8,"non-woody","5/8",9,"2019","11","22"
"723",9,"non-woody","3/8",9,"2019","11","22"
"724",10,"waterbody","8/8",2.4578313253012,"2019","11","22"
"725",11,"woody","4/5",9,"2019","11","22"
"726",12,"non-woody","7/8",6.2,"2019","11","22"
"727",13,"woody","1/8",9,"2019","11","22"
"728",14,"woody","8/8",1.17647058823529,"2019","11","22"
"729",1,"non-woody-winsen","4/8",9,"2019","11","27"
"730",2,"non-woody","0",9,"2019","11","27"
"731",3,"non-woody-winsen","5.8",9,"2019","11","27"
"732",4,"waterbody","7/8",1,"2019","11","27"
"733",5,"non-woody","5/8",9,"2019","11","27"
"734",6,"non-woody","2/8",9,"2019","11","27"
"735",7,"non-woody","3/8",9,"2019","11","27"
"736",8,"non-woody","5/8",9,"2019","11","27"
"737",9,"non-woody","3/8",9,"2019","11","27"
"738",10,"waterbody","8/8",1.92771084337349,"2019","11","27"
"739",11,"woody","4/5",9,"2019","11","27"
"740",12,"non-woody","7/8",7.725,"2019","11","27"
"741",13,"woody","1/8",9,"2019","11","27"
"742",14,"woody","8/8",1.23529411764706,"2019","11","27"
"743",1,"non-woody-winsen","4/8",9,"2019","12","07"
"744",2,"non-woody","0",9,"2019","12","07"
"745",3,"non-woody-winsen","5.8",9,"2019","12","07"
"746",4,"waterbody","7/8",1,"2019","12","07"
"747",5,"non-woody","5/8",9,"2019","12","07"
"748",6,"non-woody","2/8",9,"2019","12","07"
"749",7,"non-woody","3/8",9,"2019","12","07"
"750",8,"non-woody","5/8",9,"2019","12","07"
"751",9,"non-woody","3/8",9,"2019","12","07"
"752",10,"waterbody","8/8",4.63855421686747,"2019","12","07"
"753",11,"woody","4/5",9,"2019","12","07"
"754",12,"non-woody","7/8",6.975,"2019","12","07"
"755",13,"woody","1/8",9,"2019","12","07"
"756",14,"woody","8/8",1.49411764705882,"2019","12","07"
"757",1,"non-woody-winsen","4/8",9,"2019","12","17"
"758",2,"non-woody","0",9,"2019","12","17"
"759",3,"non-woody-winsen","5.8",9,"2019","12","17"
"760",4,"waterbody","7/8",1,"2019","12","17"
"761",5,"non-woody","5/8",9,"2019","12","17"
"762",6,"non-woody","2/8",9,"2019","12","17"
"763",7,"non-woody","3/8",9,"2019","12","17"
"764",8,"non-woody","5/8",9,"2019","12","17"
"765",9,"non-woody","3/8",9,"2019","12","17"
"766",10,"waterbody","8/8",6.66265060240964,"2019","12","17"
"767",11,"woody","4/5",9,"2019","12","17"
"768",12,"non-woody","7/8",7.125,"2019","12","17"
"769",13,"woody","1/8",9,"2019","12","17"
"770",14,"woody","8/8",2.68235294117647,"2019","12","17"
"771",1,"non-woody-winsen","4/8",9,"2019","06","15"
"772",2,"non-woody","0",9,"2019","06","15"
"773",3,"non-woody-winsen","5.8",9,"2019","06","15"
"774",4,"waterbody","7/8",9,"2019","06","15"
"775",5,"non-woody","5/8",9,"2019","06","15"
"776",6,"non-woody","2/8",9,"2019","06","15"
"777",7,"non-woody","3/8",9,"2019","06","15"
"778",8,"non-woody","5/8",9,"2019","06","15"
"779",9,"non-woody","3/8",9,"2019","06","15"
"780",10,"waterbody","8/8",6.73493975903614,"2019","06","15"
"781",11,"woody","4/5",9,"2019","06","15"
"782",12,"non-woody","7/8",9,"2019","06","15"
"783",13,"woody","1/8",9,"2019","06","15"
"784",14,"woody","8/8",5.81176470588235,"2019","06","15"
"785",1,"non-woody-winsen","4/8",9,"2018","10","26"
"786",2,"non-woody","0",9,"2018","10","26"
"787",3,"non-woody-winsen","5.8",9,"2018","10","26"
"788",4,"waterbody","7/8",1.2625,"2018","10","26"
"789",5,"non-woody","5/8",9,"2018","10","26"
"790",6,"non-woody","2/8",9,"2018","10","26"
"791",7,"non-woody","3/8",9,"2018","10","26"
"792",8,"non-woody","5/8",9,"2018","10","26"
"793",9,"non-woody","3/8",9,"2018","10","26"
"794",10,"waterbody","8/8",3.7710843373494,"2018","10","26"
"795",11,"woody","4/5",9,"2018","10","26"
"796",12,"non-woody","7/8",1.75,"2018","10","26"
"797",13,"woody","1/8",9,"2018","10","26"
"798",14,"woody","8/8",1.0375,"2018","10","26"
"799",1,"non-woody-winsen","4/8",9,"2018","10","31"
"800",2,"non-woody","0",9,"2018","10","31"
"801",3,"non-woody-winsen","5.8",9,"2018","10","31"
"802",4,"waterbody","7/8",1.775,"2018","10","31"
"803",5,"non-woody","5/8",9,"2018","10","31"
"804",6,"non-woody","2/8",9,"2018","10","31"
"805",7,"non-woody","3/8",9,"2018","10","31"
"806",8,"non-woody","5/8",9,"2018","10","31"
"807",9,"non-woody","3/8",9,"2018","10","31"
"808",10,"waterbody","8/8",4.85542168674699,"2018","10","31"
"809",11,"woody","4/5",9,"2018","10","31"
"810",12,"non-woody","7/8",2.4875,"2018","10","31"
"811",13,"woody","1/8",9,"2018","10","31"
"812",14,"woody","8/8",1.0375,"2018","10","31"
"813",1,"non-woody-winsen","4/8",9,"2018","11","10"
"814",2,"non-woody","0",9,"2018","11","10"
"815",3,"non-woody-winsen","5.8",9,"2018","11","10"
"816",4,"waterbody","7/8",9,"2018","11","10"
"817",5,"non-woody","5/8",9,"2018","11","10"
"818",6,"non-woody","2/8",9,"2018","11","10"
"819",7,"non-woody","3/8",9,"2018","11","10"
"820",8,"non-woody","5/8",9,"2018","11","10"
"821",9,"non-woody","3/8",9,"2018","11","10"
"822",10,"waterbody","8/8",6.80722891566265,"2018","11","10"
"823",11,"woody","4/5",9,"2018","11","10"
"824",12,"non-woody","7/8",5.925,"2018","11","10"
"825",13,"woody","1/8",9,"2018","11","10"
"826",14,"woody","8/8",1.0375,"2018","11","10"
"827",1,"non-woody-winsen","4/8",9,"2019","01","24"
"828",2,"non-woody","0",9,"2019","01","24"
"829",3,"non-woody-winsen","5.8",9,"2019","01","24"
"830",4,"waterbody","7/8",9,"2019","01","24"
"831",5,"non-woody","5/8",9,"2019","01","24"
"832",6,"non-woody","2/8",9,"2019","01","24"
"833",7,"non-woody","3/8",9,"2019","01","24"
"834",8,"non-woody","5/8",9,"2019","01","24"
"835",9,"non-woody","3/8",9,"2019","01","24"
"836",10,"waterbody","8/8",9,"2019","01","24"
"837",11,"woody","4/5",9,"2019","01","24"
"838",12,"non-woody","7/8",9,"2019","01","24"
"839",13,"woody","1/8",9,"2019","01","24"
"840",14,"woody","8/8",2,"2019","01","24"
"841",1,"non-woody-winsen","4/8",9,"2019","03","20"
"842",2,"non-woody","0",9,"2019","03","20"
"843",3,"non-woody-winsen","5.8",9,"2019","03","20"
"844",4,"waterbody","7/8",9,"2019","03","20"
"845",5,"non-woody","5/8",9,"2019","03","20"
"846",6,"non-woody","2/8",9,"2019","03","20"
"847",7,"non-woody","3/8",9,"2019","03","20"
"848",8,"non-woody","5/8",9,"2019","03","20"
"849",9,"non-woody","3/8",9,"2019","03","20"
"850",10,"waterbody","8/8",8.91566265060241,"2019","03","20"
"851",11,"woody","4/5",9,"2019","03","20"
"852",12,"non-woody","7/8",9,"2019","03","20"
"853",13,"woody","1/8",9,"2019","03","20"
"854",14,"woody","8/8",3.0875,"2019","03","20"
"855",1,"non-woody-winsen","4/8",9,"2019","04","19"
"856",2,"non-woody","0",9,"2019","04","19"
"857",3,"non-woody-winsen","5.8",9,"2019","04","19"
"858",4,"waterbody","7/8",9,"2019","04","19"
"859",5,"non-woody","5/8",9,"2019","04","19"
"860",6,"non-woody","2/8",9,"2019","04","19"
"861",7,"non-woody","3/8",9,"2019","04","19"
"862",8,"non-woody","5/8",9,"2019","04","19"
"863",9,"non-woody","3/8",9,"2019","04","19"
"864",10,"waterbody","8/8",9,"2019","04","19"
"865",11,"woody","4/5",9,"2019","04","19"
"866",12,"non-woody","7/8",9,"2019","04","19"
"867",13,"woody","1/8",9,"2019","04","19"
"868",14,"woody","8/8",5.1375,"2019","04","19"
"869",1,"non-woody-winsen","4/8",9,"2019","07","23"
"870",2,"non-woody","0",9,"2019","07","23"
"871",3,"non-woody-winsen","5.8",9,"2019","07","23"
"872",4,"waterbody","7/8",1,"2019","07","23"
"873",5,"non-woody","5/8",9,"2019","07","23"
"874",6,"non-woody","2/8",9,"2019","07","23"
"875",7,"non-woody","3/8",9,"2019","07","23"
"876",8,"non-woody","5/8",9,"2019","07","23"
"877",9,"non-woody","3/8",9,"2019","07","23"
"878",10,"waterbody","8/8",3.14457831325301,"2019","07","23"
"879",11,"woody","4/5",9,"2019","07","23"
"880",12,"non-woody","7/8",9,"2019","07","23"
"881",13,"woody","1/8",9,"2019","07","23"
"882",14,"woody","8/8",3.5125,"2019","07","23"
"883",1,"non-woody-winsen","4/8",9,"2019","07","28"
"884",2,"non-woody","0",9,"2019","07","28"
"885",3,"non-woody-winsen","5.8",9,"2019","07","28"
"886",4,"waterbody","7/8",1,"2019","07","28"
"887",5,"non-woody","5/8",9,"2019","07","28"
"888",6,"non-woody","2/8",9,"2019","07","28"
"889",7,"non-woody","3/8",9,"2019","07","28"
"890",8,"non-woody","5/8",9,"2019","07","28"
"891",9,"non-woody","3/8",9,"2019","07","28"
"892",10,"waterbody","8/8",3.46987951807229,"2019","07","28"
"893",11,"woody","4/5",9,"2019","07","28"
"894",12,"non-woody","7/8",9,"2019","07","28"
"895",13,"woody","1/8",9,"2019","07","28"
"896",14,"woody","8/8",3.0875,"2019","07","28"
"897",1,"non-woody-winsen","4/8",9,"2019","08","02"
"898",2,"non-woody","0",9,"2019","08","02"
"899",3,"non-woody-winsen","5.8",9,"2019","08","02"
"900",4,"waterbody","7/8",1,"2019","08","02"
"901",5,"non-woody","5/8",9,"2019","08","02"
"902",6,"non-woody","2/8",9,"2019","08","02"
"903",7,"non-woody","3/8",9,"2019","08","02"
"904",8,"non-woody","5/8",9,"2019","08","02"
"905",9,"non-woody","3/8",9,"2019","08","02"
"906",10,"waterbody","8/8",4,"2019","08","02"
"907",11,"woody","4/5",9,"2019","08","02"
"908",12,"non-woody","7/8",9,"2019","08","02"
"909",13,"woody","1/8",9,"2019","08","02"
"910",14,"woody","8/8",3.0875,"2019","08","02"
"911",1,"non-woody-winsen","4/8",9,"2019","08","17"
"912",2,"non-woody","0",9,"2019","08","17"
"913",3,"non-woody-winsen","5.8",9,"2019","08","17"
"914",4,"waterbody","7/8",1,"2019","08","17"
"915",5,"non-woody","5/8",9,"2019","08","17"
"916",6,"non-woody","2/8",9,"2019","08","17"
"917",7,"non-woody","3/8",9,"2019","08","17"
"918",8,"non-woody","5/8",9,"2019","08","17"
"919",9,"non-woody","3/8",9,"2019","08","17"
"920",10,"waterbody","8/8",8.66265060240964,"2019","08","17"
"921",11,"woody","4/5",9,"2019","08","17"
"922",12,"non-woody","7/8",9,"2019","08","17"
"923",13,"woody","1/8",9,"2019","08","17"
"924",14,"woody","8/8",4.6375,"2019","08","17"
"925",1,"non-woody-winsen","4/8",9,"2020","01","01"
"926",2,"non-woody","0",9,"2020","01","01"
"927",3,"non-woody-winsen","5.8",9,"2020","01","01"
"928",4,"waterbody","7/8",9,"2020","01","01"
